,text,target,title
11079,,14,sci.space
9518,"

The gravity data is collected in real-time and it not recorded to the tape
recorder.  However, you only need to collect the gravity every 3rd or 4th
orbit, so there is no real data loss if the Moon blocks transmission for
a short while.
",14,sci.space
9546,"


	They did the rollout already??!?  I am going to have to pay more
attention to the news.  Are any of the gifs headed for wuarchive??
 

Patrick

",14,sci.space
4530,"

Christian  Slater, only gota  cameo on ST6,  

and besides.

Maybe she can't act:-)",14,sci.space
2912,"NASA Headquarters distributed the following press
release today (4/6). I've typed it in verbatim, for you
folks to chew over. Many of the topics recently
discussed on sci.space are covered in this.

Gibbons Outlines Space Station Redesign Guidance

Dr. John H. Gibbons, Director, Office of Science and
Technology Policy, outlined to the members-designate of
the Advisory Committee on the Redesign of the Space
Station on April 3, three budget options as guidance to
the committee in their deliberations on the redesign of
the space station.

A low option of $5 billion, a mid-range option of $7
billion and a high option of $9 billion will be
considered by the committee. Each option would cover
the total expenditures for space station from fiscal
year 1994 through 1998 and would include funds for
development, operations, utilization, Shuttle
integration, facilities, research operations support,
transition cost and also must include adequate program
reserves to insure program implementation within the
available funds.

Over the next 5 years, $4 billion is reserved within
the NASA budget for the President's new technology
investment. As a result, station options above $7
billion must be accompanied by offsetting reductions in
the rest of the NASA budget.  For example, a space
station option of $9 billion would require $2 billion
in offsets from the NASA budget over the next 5 years.

Gibbons presented the information at an organizational
session of the advisory committee. Generally, the
members-designate focused upon administrative topics
and used the session to get acquainted. They also
received a legal and ethics briefing and an orientation
on the process the Station Redesign Team is following
to develop options for the advisory committee to
consider.

Gibbons also announced that the United States and its
international partners -- the Europeans, Japanese, and
Canadians -- have decided, after consultation, to give
""full consideration"" to use of Russian assets in the
course of the space station redesign process.

To that end, the Russians will be asked to participate
in the redesign effort on an as-needed consulting
basis, so that the redesign team can make use of their
expertise in assessing the capabilities of MIR and the
possible use of MIR and other Russian capabilities and
systems. The U.S. and international partners hope to
benefit from the expertise of the Russian participants
in assessing Russian systems and technology. The
overall goal of the redesign effort is to develop
options for reducing station costs while preserving key
research and exploration capabilities. Careful
integration of Russian assets could be a key factor in
achieving that goal.

Gibbons reiterated that, ""President Clinton is
committed to the redesigned space station and to making
every effort to preserve the science, the technology
and the jobs that the space station program represents.
However, he also is committed to a space station that
is well managed and one that does not consume the
national resources which should be used to invest in
the future of this industry and this nation.""",14,sci.space
6369,"Hiya 

I'm a VERY amuture astronomer in Adelaide Australia, and today, I heard some
very interesting and exciting news from a local program on TV. As I couldn't
find anything on it on the news server, I have posted this. However, if it is
old information, tell me, and ill sue the TV station for saying they are 
'Up to date' ;-)

(Also, my news server could be slow. . so . . .!!!

I only caught the end of the article, so all the information on the topic
is not known to me at the moment.

The news is of a small 'psudo' planet outside the orbit of pluto found in a 
Hawiian obsevatory, supposably 'recently' - acording to the report.
It was meant to be about 150miles in diamater, and a faily large distance 
from the plutos orbit.  (it had a computer drawing, and the orbit distance
from pluto was about the same as neptune to pluto when they are furthest
apart.  This is all I found out about it. OH it is called Karna. (un-officially
).  
CAn anyone give any more information to me on it???

Thanx.

Brendan Woithe
swoithe@crackle.aelmg.adelaide.edu.au

BTW - if this is old news, does anyone know a good lawyer. . . .8)
",14,sci.space
7300,"Joe,

	your description sounds like one of the  gravity probe  spacecraft
ideas.",14,sci.space
1005,"

Fred.

	Try reading a bit.  THe government does lots of multi year
contracts with Penalty for cancellation clauses.  They just like to be
damn sure they know what they are doing before they sign a multi year
contract.   THe reason they aren't cutting defense spending as much
as they would like is the Reagan administration signed enough
Multi year contracts,  that it's now cheaper to just finish them out.

Look at SSF.  THis years funding is 2.2 Billion,  1.8 of which will
cover penalty clauses, due to the re-design.",14,sci.space
8911,"
Was that post for real? I thought it was a late April Fool joke. Some of it
seemed a bit over the top even by McElwaine/Abian/etc standards :-)
",14,sci.space
8142,"

   >Very cost effective if you use the right accounting method :-)

   Sherzer Methodology!!!!!!

Hell, yes. I'm not going to let a bunch of seven suits tell
me what the right way to estimate cost effectiveness is, at
least not until they can make their mind up long enough
to leave their scheme stable for a fiscal year or two.


Seriously though. If you were to ask the British government
whether their colonisation efforts in the Americas were cost
effective, what answer do you think you'd get? What if you asked
in 1765, 1815, 1865, 1915 and 1945 respectively? ;-)",14,sci.space
6802,"+At one time there was speculation that the first spacewalk 
+(Alexei Leonov ?) was a staged fake.
+
+Has any evidence to support or contradict this claim emerged ?
+
+Was this claim perhaps another fevered Cold War hallucination ?

I, for one, would be an avid reader of a sci.space.ussr.what.really.
happened.
",14,sci.space
4443,"I am coordinating the Space Shuttle Program Office's e-mail traffic to
NPO Energia for our on-going Joint Missions.  I have several e-mail
addresses for NPO Energia folks, but I won't post them on the 'Net for
obvious reasons.  If you need to know, give me a yell.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368",14,sci.space
7869,"
Gulp.

[Disclaimer:  This opinion is mine and does not represent the views of
Fermilab, Universities Research Association, the Department of Energy,
or the 49th Ward Regular Science Fiction Organization.]
 ",14,sci.space
1483,"INteresting question about Galileo.

Galileo's HGA  is stuck.   

The HGA was left closed,  because galileo  had a venus flyby.

If the HGA were pointed att he sun,  near venus,  it would
cook the foci elements.

question:  WHy couldn't Galileo's  course manuevers have been
designed such that the HGA  did not ever do a sun point.?

After all,  it would normally be aimed at earth anyway?

or would it be that an emergency situation i.e. spacecraft safing
and seek might have caused an HGA sun point?",14,sci.space
4111,"As for SF and advertising in space. There is a romantic episode
in Mead's ""The Big Ball of Wax"" where the lovers are watching 
the constellation Pepsi Cola rising over the horizon and noting
the some 'stars' had slipped cause the Teamsters were on strike.

This was the inspiration for my article on orbiting a formation
of space mirrors published in Spaceflight in 1986. As the reviews
but is it aesthetically desirable?  These days the only aesthetics
that count are the ones you can count!",14,sci.space
1531,"


   There are several star map programs available.  Your
   job is to choose that you like.  Try anonymous-FTP
   from:

	ftp.funet.fi:pub/astro/pc/stars
			       pc/solar
                               mac
			       amiga
			       atari",14,sci.space
10530,"




I don't have to ""try reading a bit"", Pat.  I *work* as a government
contractor and know what the rules are like.  Yes, they sign some
(damned few -- which is why everyone is always having to go to
Washington to see about next week's funding) multi-year contracts;
they also aren't willing to include sufficient cancellation penalties
when they *do* decide to cut the multi-year contract and not pay on it
(which can happen arbitrarily at any time, no matter what previous
plans were) to make the risk acceptable of something like putting up a
private space station with the government as the expected prime
occupant.

I'd like a source for that statement about ""the reason they aren't
cutting defense spending as much as they would like""; I just don't buy
it. The other thing I find a bit 'funny' about your posting, Pat, is
that several other people answered the question pretty much the same
way I did; mine is the one you comment (and incorrectly, I think) on.
I think that says a lot.  You and Tommy should move in together.

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",14,sci.space
7783,"With the continuin talk about the ""End of the Space Age"" and complaints 
by government over the large cost, why not try something I read about 
that might just work.

Announce that a reward of $1 billion would go to the first corporation 
who successfully keeps at least 1 person alive on the moon for a year. 
Then you'd see some of the inexpensive but not popular technologies begin 
to be developed. THere'd be a different kind of space race then!
",14,sci.space
10219,"
: >There is an emergency oxygen system that is capable of maintaining a
: >breathable atmosphere in the cabin for long enough to come down, even
: >if there is something like a 5cm hole in the wall that nobody tries
: >to plug.

Josh Hopkins (jbh55289@uxa.cso.uiuc.edu) replied:
: Wow.

: Double wow.  Can you land a shuttle with a 5cm hole in the wall?

Personnally, I don't know, but I'd like to try it sometime.

Programmatically, yes, we can land an Orbiter with a 5 cm hole in
the wall -- provided that the thing which caused 5 cm hole didn't
cause a Crit 1 failure on some of the internal systems.  There are
a few places where a 5 cm hole would cause a Bad Day -- especially
if the 5 cm hole went all the way through the Orbiter and out the
other side, as could easily happen with a meteor strike.  But a
hole in the pressure vessel would cause us to immediately de-orbit
to the next available landing site.

-- Ken Jenks, NASA/JSC/GM2, Space Shuttle Program Office
      kjenks@gothamcity.jsc.nasa.gov  (713) 483-4368",14,sci.space
8558,"What is the deal with life on Mars?  I save the ""face"" and heard 
associated theories. (which sound thin to me)

Are we going back to Mars to look at this face agian?
Does anyone buy all the life theories?
",14,sci.space
9900,"To All -- I thought the net would find this amusing..
  
From the March 1993 ""Aero Vision"" (The newsletter for the Employees
of McDonnell Douglas Aerospace at Huntington Beach, California).
  
  SPACE CLIPPERS LAUNCHED SUCCESSFULLY
  
  ""On Monday, March 15 at noon, Quest Aerospace Education, Inc.
  launched two DC-Y Space Clippers in the mall near the cafeteria.
  The first rocket was launched by Dr. Bill Gaubatz, director and
  SSTO program manager, and the second by Air Force Captain Ed
  Spalding, who with Staff Sgt. Don Gisburne represents Air Force
  Space Command, which was requested by SDIO to assess the DC-X for
  potential military operational use.  Both rocket launches were
  successful.  The first floated to the ground between the cafeteria
  and Building 11, and the second landed on the roof of the
  cafeteria.
  
  Quest's Space Clipper is the first flying model rocket of the
  McDonnell Douglas DC-X.  The 1/122nd semi-scale model of the
  McDonnell Douglas Delta Clipper has an estimated maximum altitude
  of 300 feet.  The Space Clippers can be used in educational
  settings to teach mathematics and science, as well as social
  studies and other applications.  The Space Clipper is available
  either in the $35 Space Clipper outfit, which includes everything
  needed for three launches, or as individual rockets for $12 each.
  Both are available through hobby shops or by calling 1-800-858-
  7302.""
  
By the way -- this is not an endorsement to buy the product nor is
it an advertisement to buy the product.  I make no claims about the
product.  This is posted for public information only (hey, I found
it amusing...), and is merely a repeat of what was included in the
MDSSC Huntington Beach Newsletter.
  
-----------------------------------------------------------------
 Wales Larrison                         Space Technology Investor
  ",14,sci.space
7550,"Why use a ground launch pad. It is entirely posible to launch from altitude.
This was what the Shuttle was originally intended to do! It might be seriously
cheaper. 

Also, what about bio-engineered CO2 absorbing plants instead of many LOX bottles?
Stick 'em in a lunar cave and put an airlock on the door.
",14,sci.space
5599,"


Every aircraft has flight constraints for speed/AOA/power.  When
graphed, these define the 'flight envelope' of that aircraft,
presumably so named because the graphed line encloses (envelopes) the
area on the graph that represents conditions where the aircraft
doesn't fall out of the sky.  Hence, 'pushing the envelope' becomes
'operating at (or beyond) the edge of the flight (or operational)
envelope'. 

Note that the envelope isn't precisely known until someone actually
flies the airplane in those regions -- up to that point, all there are
are the theoretical predictions.  Hence, one of the things test pilots
do for a living is 'push the envelope' to find out how close the
correspondence between the paper airplane and the metal one is -- in
essence, 'pushing back' the edges of the theoretical envelope to where
the airplane actually starts to fail to fly.  Note, too, that this is
done is a quite calculated and careful way; flight tests are generally
carefully coreographed and just what is going to be 'pushed' and how
far is precisely planned (despite occasional deviations from plans,
such as the 'early' first flight of the F-16 during its high-speed
taxi tests).

I'm sure Mary can tell you everything you ever wanted to know about
this process (and then some).

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",14,sci.space
5172,"Let's see. These aren't, in a strict sense, amateur rockets. That term
denotes rockets, the engines of which are constructed by the user. The
rockets you describe are called HPR, or high power rockets, to
distinguish them from (smaller) model rockets. They use factory-made
ammonium perchlorate composite propellants in phenolic plastic engines
with graphite nozzles. The engines are classified by impulse. A ""D""
engine, for example, can have no more than 20 newton-seconds of impulse.
An ""F"" engine can have no more than 40 ns. Each letter corresponds to a
doubling of the maximum impulse. So far, engines up to size ""O"" are
available pretty much off the shelf. Engines of size H and above are
shipped as Class B explosives, and as such are controlled. Engines of
size F and below are shipped as Class C explosives, and are not as
controlled. Class F engines, BTW, are not HPR engines, but model rocket
engines. (Class G engines go in and out of legal limbo.)

There is an HPR Society, The Tripoli Rocket Society, I believe, which
holds events at various sites throughout the year, with all legalities
(FAA waiver included) taken care of. The National Association of
Rocketry is more concerned with engines below H, though it is involved
in HPR as well. These societies certify users of HPR rockets, and
companies will not sell to uncertified individuals.

Bottom Line: It's legit. I suggest you send for a catalog - but forget
the dynamite, will ya?",14,sci.space
5049,"



",14,sci.space
10077,"

It's my understanding that the freezing will start to occur because of the
growing distance of Pluto and Charon from the Sun, due to it's
elliptical orbit. It is not due to shadowing effects. 


Pluto can shadow Charon, and vice-versa.

George Krumins
-- ",14,sci.space
7848,"Why do spacecraft have to be shut off after funding cuts.  For
example, Why couldn't Magellan just be told to go into a ""safe""
mode and stay bobbing about Venus in a low-power-use mode and if
maybe in a few years if funding gets restored after the economy
gets better (hopefully), it could be turned on again.  

For that matter, why exactly were the Apollo lunar experiments
""turned off"" rather than just ""safed"".  Was it political (i.e.
as along as they could be used, someone would keep bugging
congress for funds)?  Turning them off keeps them pesky
scientists out of the bureaucrat's hair....  

I've heard the argument that an active but ""uncontrolled""
spacecraft causes ""radio noise.""  I find that hard to believe
that this could be a problem in a properly designed ""safe"" mode.
This safe mode could be a program routine which causes the
spacecraft to go to least fuel using orientation, and once a
(week, month, year, whatever) attempts a signal lock on Earth.
At that time, if funding has been restored, the mission can
continue.  If no signal is recieved, the spacecraft goes back to
the safe mode for another time period. As we would know when the
spacecraft is going to try to contact Earth, we could be
prepared if necessary.  

As another a spacecraft could do at the attempted contact is
beam stored data towards Earth.  If someone can receive it,
great, if not, so it's lost and no big deal.
By making the time and signal location generally known, perhaps
someone in the world might be able and willing to intercept the
data even if they're not willing to contact the spacecraft.

I see this as being particularly useful for spacecraft which
could have an otherwise long life and are in or are going to
places which are otherwise unaccessible (Jupiter/Saturn Orbit,
exiting the solar system, etc).   

Perhaps those designing future spacecraft (Cassini, Pluto Flyby,
etc) should consider designing in a ""pause"" mode in case their
spacecraft gets the ax sometime in the future after completion of
the primary mission. Perhaps Mars Observer and Galilleo could
have some kind of routine written in for the post mission
""drift"" phase.

So any holes in all this?
",14,sci.space
10950,"

Why would you want to do that? The goal is to do it cheaper (remember,
this isn't government). Instead of leasing an expensive launch pad,
just use a SSTO and launch from a much cheaper facility.

  Allen
",14,sci.space
6817,"This is turning into 'what's a moonbase good for', and I ought
not to post when I've a hundred some odd posts to go, but I would
think that the real reason to have a moon base is economic.

Since someone with space industry will presumeably have a much
larger GNP than they would _without_ space industry, eventually,
they will simply be able to afford more stuff.",14,sci.space
4855,"Mark Prado
  
  
Old pioneer song from the 1850's or so goes as follows:
  
  ""In a cavern, in a canyon,
   Excavating for a mine,
   Dwelt a miner, forty-niner,
   And his daughter, CLEMENTINE""
  
Chorus:
  ""Oh my darling, Oh my darling,
   Oh my darling Clementine.
   You are lost and gone forever,
   Oh my darling Clementine.""
  
 I've also had it explained (but not confirmed from a reliable data
source) that CLEMENTINE is an acronym.  Something like Combined
Lunar Elemental Mapper Experiment on Extended Non Terrestrial
Intercept Near Earth.  Personally, I think that acronym was made up
to fit the name (if it really is an acronym).
 ------------------------------------------------------------------
 Wales Larrison                           Space Technology Investor",14,sci.space
7549,"Sorry for asking a question that's not entirely based on the
technical aspects of space, but I couldn't find the
answer on the FAQs !

I'm currently in the UK, which makes seeing a Space Shuttle
launch a little difficult.....

However, I have been selected to be an exchange student
at Louisiana State Uni. from August, and I am absolutely
determined to get to see a Space Shuttle launch sometime
during the year at which I will be in America.

I hear there's a bit of a long mailing list, so if someone
can tell me how to get tickets and where to get them from, then
please E-mail me !

Thanks very much for your patience....

(And if anyone else wants to know, tell me and I'll summarize
for you - just to save all those poor people who have to
pay for their links !)",14,sci.space
6576,"+++
++Once inflated the substance was no longer
++needed since there is nothing to cause the balloon to collapse.
++This inflatable structure could suffer multiple holes with no 
++disastrous deflation.
+
+preasure (and the internal preasure that was needed to maintain
+a spherical shape against this resistance) caused them to
+catastrophically deflated.  The large silvered shards
+
+The billboard should pop like a dime store balloon.

No, you're wrong about this. Give me some time to get my references.

",14,sci.space
149,"

So how much would it cost as a private venture, assuming you could talk the
U.S. government into leasing you a couple of pads in Florida? 

",14,sci.space
5920,"Many of you at this point have seen a copy of the 
Lunar Resources Data Purchase Act by now. This bill, also known as the Back to 
the Moon bill, would authorize the U.S. 
government to purchase lunar science data from private 
and non-profit vendors, selected on the basis of competitive bidding, with an 
aggregate cap on bid awards of $65 million. 
        If you have a copy of the bill, and can't or don't want to go through 
all of the legalese contained in all Federal legislation,don't both - you have 
a free resource to evaluate the bill for you. Your local congressional office, 
listed in the phone book,is staffed by people who can forward a copy of the
bill to legal experts. Simply ask them to do so, and to consider supporting
the Lunar Resources Data Purchase Act. 
        If you do get feedback, negative or positive, from your congressional 
office, please forward it to: David Anderman
3136 E. Yorba Linda Blvd., Apt G-14, Fullerton, CA 92631,
or via E-Mail to: David.Anderman@ofa123.fidonet.org. 
        Another resource is your local chapter of the National Space Society. 
Members of the chapter will be happy to work with you to evaluate and support 
the Back to the Moon bill. For the address and telephone number of the nearest 
chapter to you, please send E-mail, or check the latest issue of Ad Astra, in 
a library near you.
        Finally, if you have requested, and not received, information about
the Back to the Moon bill, please re-send your request. The database for the
bill was recently corrupted, and some information was lost. The authors of the 
bill thank you for your patience.
",14,sci.space
3397,"----- News saved at 23 Apr 93 22:22:40 GMT
  



Well, I'm working on it, but getting a little impatient. So far, 
I've made it through Egyptian, Chinese, and Greek cultures, and
up through the Rennaisance. But so far, these insights just don't 
seem to be gelling. Perhaps it's in an appendix somewhere.",14,sci.space
8897,"

Too bad they didn't  give him a tour of the CGRO data?

I think he'd be fascinated by the Gamma ray bursters.  The mind of
hawking might even propose a mechanism.


SO what's a drag free satellite?   coated with WD-40?  carries an
aluminum-gold  set of grateful dead albums?   inquiring minds
want to know?

And why would MO  carry any features for being drag free?  I thought
aero-braking was a possible MO  experimental activity?",14,sci.space
5886,"





Well, I thought it must have been a joke, but I don't get the 
joke in the name. Read it aloud? David MACaloon. David MacALLoon.
David macalOON. I don't geddit.",14,sci.space
5969,"

     TRIAD, the first drag-free satellite, was designed and built by the 
Johns Hopkins Applied Physics Laboratory and launched 2 Sept 1972.  The 
satellite was in three sections separated by two booms.  The central section 
housed the DISCOS Disturbance Compensation System, which consisted of a proof 
mass of special non-magnetic alloy housed within a spherical cavity.  The 
proof mass flew a true gravitational orbit, free from drag and radiation 
pressure.  Teflon microthrusters kept the body of the satellite centered 
around the proof mass, thereby flying the entire satellite drag free.

     TRIAD was one of the APL-designed Navy Navigation Satellites.  The 
2nd-generation operational navigation satellites flying today (NOVA) use a 
single-axis version of DISCOS.  TRIAD was also the sixth APL satellite to be 
powered by an RTG (APL flew the first nuclear power supply in space, in 1961).

     Further info on TRIAD, DISCOS, etc. can be found in ""Spacecraft Design 
Innovations in the APL Space Department,"" Johns Hopkins APL Technical Digest, 
Vol. 13, No. 1 (1992).",14,sci.space
5170,"Reading from a Amoco Performance Products data sheet, their
ERL-1906 resin with T40 carbon fiber reinforcement has a compressive
strength of 280,000 psi.  It has a density of 0.058 lb/cu in,
therefore the theoretical height for a constant section column
that can just support itself is 4.8 million inches, or 400,000 ft,
or 75 Statute miles.

Now, a real structure will have horizontal bracing (either a truss
type, or guy wires, or both) and will be used below the crush strength.
Let us assume that we will operate at 40% of the theoretical 
strength.  This gives a working height of 30 miles for a constant
section column.  

A constant section column is not the limit on how high you can
build something if you allow a tapering of the cross section
as you go up.  For example, let us say you have a 280,000 pound
load to support at the top of the tower (for simplicity in
calculation).  This requires 2.5 square inches of column cross
sectional area to support the weight.  The mile of structure
below the payload will itself weigh 9,200 lb, so at 1 mile 
below the payload, the total load is now 289,200 lb, a 3.3% increase.

The next mile of structure must be 3.3% thicker in cross section
to support the top mile of tower plus the payload.  Each mile
of structure must increase in area by the same ratio all the way
to the bottom.  We can see from this that there is no theoretical
limit on area, although there will be practical limits based
on how much composites we can afford to by at $40/lb, and how
much load you need to support on the ground (for which you need
a foundation that the bedrock can support.

Let us arbitrarily choose $1 billion as the limit in costruction
cost.  With this we can afford perhaps 10,000,000 lb of composites,
assuming our finished structure costs $100/lb.  The $40/lb figure
is just for materials cost.  Then we have a tower/payload mass
ratio of 35.7:1.  At a 3.3% mass ratio per mile, the tower
height becomes 111 miles.  This is clearly above the significant
atmosphere.  A rocket launched from the top of the tower will still
have to provide orbital velocity, but atmospheric drag and g-losses
will be almost eliminated.  G-losses are the component of
rocket thrust in the vertical direction to counter gravity,
but which do not contribute to horizontal orbital velocity.  Thus
they represent wasted thrust.  Together with drag, rockets starting
from the ground have a 15% velocity penalty to contend with.

This analysis is simplified, in that it does not consider wind
loads.  These will require more structural support over the first
15 miles of height.  Above that, the air pressure drops to a low
enough value for it not to be a big factor.

Dani Eder
",14,sci.space
2950,"I am posting this for a friend without internet access. Please inquire
to the phone number and address listed.
---------------------------------------------------------------------

""Space: Teaching's Newest Frontier""
Sponsored by the Planetary Studies Foundation

The Planetary Studies Foundation is sponsoring a one week class for
teachers called ""Space: Teaching's Newest Frontier."" The class will be
held at the Sheraton Suites in Elk Grove, Illinois from June 14 through
June 18. Participants who complete the program can earn two semester
hours of graduate credit from Aurora College. Please note that while the
class is intended for teachers, it is not restricted to teachers.

The class, which is being cosponsored by the United States Space
Foundation, will teach how to use space exploration as a teaching tool
to get students excited about learning and interested in science.

Classroom topics to be covered by the class include:
     > Living in Space
     > The Space Shuttle
     > The Space Station
     > NASA Spinoffs that Benefit Society
     > Principles of Astrodynamics/Aeronautics
     > The Solar System

There will also be simulated Zero-G training in an underwater space
station simulation, model rocket launches, observing sessions at the
Harper College Observatory, and field trips to the Adler Planetarium and
the Museum of Science and Industry.

Featured speakers include Jerry Brown of the Colorado based United
States Space Foundation and Debbie Brown of the NASA Lewis Research
Center in Cleveland, Ohio. Additional instructors will be provided by
the Planetary Studies Foundation.

The social highlight of the class will be a dinner banquet featuring
Space Shuttle Payload Specialist Byron Lichtenberg, currently President
of Payload Systems, Inc. Lichtenberg was a member of the crew of STS-9
which flew in November 1983. The banquet is scheduled for Thursday, June
17.

The registration fee includes transportation for field trips, materials,
continental breakfasts, lunches, and the special dinner banquet. Guest
tickets for the dinner banquet are also available.  There is an
additional charge to receive the two hours of graduate credit. For any
additional information about the class, contact the Science Learning
Center at (708) 359-7913.

Or write to:
Planetary Studies Foundation
1520 W. Algonquin Rd.
Palatine, IL 60067

------------------------------------------------------------------------",14,sci.space
1027,"Re: Space billboards

Even easier to implement than writing messages on the Moon, once upon
a time a group of space activists I belonged to in Seattle considered
a ""Goodyear Blimp in orbit"".  The idea was to use a large structure
that could carry an array of lights like the Goodyear Blimp has.
Placed in a low Earth orbit of high inclination, it could eventually
be seen by almost everyone on Earth.  Only our collective disapproval
of cluttering up space with such a thing stopped us from pursuing
it.  It had quite feasible economics, which I will not post here
because I don't want to encourage the idea (if you want to do such
a thing, go figure it out for yourself).

Dani Eder
",14,sci.space
3811,"From the ""JPL Universe""
April 23, 1993

VLBI project meets with international space agencies",14,sci.space
5040,"

Interesting is rigth.. I wonder if they will make a mention of her being an
astronaut in the credits.. I think it might help people connect the future of
space with the present.. And give them an idea that we must go into space..",14,sci.space
11063,"
 >In article <1993Apr19.020359.26996@sq.sq.com>, msb@sq.sq.com (Mark Brader) 

MB>                                                             So the
MB> 1970 figure seems unlikely to actually be anything but a perijove.

JG>Sorry, _perijoves_...I'm not used to talking this language.

Couldn't we just say periapsis or apoapsis?

 ",14,sci.space
5631,"In my last post I referred to Michael Adams as ""Nick.""  Completely my
error; Nick Adams was a film and TV actor from the '50's and early '60's
(remember Johnny Yuma, The Rebel?).  He was from my part of the country,
and Michael's email address of ""nmsca[...]"" probably helped confuse things
in my mind.  Purely user headspace error on my part.  Sorry.",14,sci.space
8720,"
  Did the Russian spacecraft(s) on the ill-fated Phobos mission a few
years ago send back any images of the Martian moon?  If so, does anyone know if
they're housed at an ftp site?
  Thanks.
 
",14,sci.space
3534,"

Even worse, the city of Atlanta has a proposal before it to rent space on this
orbiting billboard.  Considering the caliber of people running this city, 
there's no telling what we're going to have leering down at us from orbit.",14,sci.space
4840,"

As an Amateur Radio operator (VHF 2metres) I like to keep up with what is 
going up (and for that matter what is coming down too).
 
In about 30 days I have learned ALOT about satellites current, future and 
past all the way back to Vanguard series and up to Astro D observatory 
(space).  I borrowed a book from the library called Weater Satellites (I 
think, it has a photo of the earth with a TIROS type satellite on it.)
 
I would like to build a model or have a large color poster of one of the 
TIROS satellites I think there are places in the USA that sell them.
ITOS is my favorite looking satellite, followed by AmSat-OSCAR 13 
(AO-13).
 
TTYL
73
Jim",14,sci.space
8869,"In my first posting on this subject I threw out an idea of how to fund
such a contest without delving to deep into the budget.  I mentioned
granting mineral rights to the winner (my actual wording was, ""mining
rights.)  Somebody pointed out, quite correctly, that such rights are
not anybody's to grant (although I imagine it would be a fait accompli
situation for the winner.)  So how about this?  Give the winning group
(I can't see one company or corp doing it) a 10, 20, or 50 year
moratorium on taxes.",14,sci.space
11024,"The only ether I see here is the stuff you must
have been breathing before you posted...
",14,sci.space
8770,"
If you are really interested in these orbits and how they are obtained
you should try and find the following paper:

     Hiroshi Yamakawa, Jun'ichiro Kawaguchi, Nobuaki Ishii, 
     and Hiroki Matsuo, ""A Numerical Study of Gravitational Capture
     Orbit in the Earth-Moon System,"" AAS-92-186, AAS/AIAA Spaceflight
     Mechanics Meeting, Colorado Springs, Colorado, 1992.

The references included in this paper are quite interesting also and 
include several that are specific to the HITEN mission itself. ",14,sci.space
6192,"
You're assuming that their normal rotation carries all areas of the surface
into sunlight.  Not so.  Even on Earth, each pole gets several weeks without
sunlight in mid-winter.  Pluto and Charon have much more extreme axial
tilt and a much longer orbit.  Pluto's north pole, for example, gets over
a century of darkness followed by over a century of perpetual light.

At the moment, we're in luck -- Pluto and Charon are just past their
equinox, when the Sun was just on the horizon at both poles (of each).
If we get probes there soon, only the immediate vicinity of one pole
(on each) will be in long-term shadow.  This will get steadily worse the
longer we wait.",14,sci.space
8444,"
Could be the (folk?) song ""Clementine"".  If memory serves, part of it goes:

   In a cavern, by a canyon,
   Excavating for a mine,
   Dwelt a miner, forty-niner,
   and his daughter, Clementine.

Anyone who watched Huckleberry Hound can sing you the chorus :-) 
Is there a story/real person behind the song?",14,sci.space
2728,"
I haven't seen any speculation about it. But, the Salyut KB (Design Bureau) 
was planning a new LH/LOX second stage for the Proton which would boost
payload to LEO from about 21000 to 31500 kg. (Geostationary goes from
2600 kg. (Gals launcher version) to 6000 kg.. This scheme was competing
with the Energia-M last year and I haven't heard which won, except now
I recently read that the Central Specialized KB was working on the 
successor to the Soyuz booster which must be the Energia-M. So the early
results are Energia-M won, but this is a guess, nothing is very clear in 
Russia. I'm sure if Salyut KB gets funds from someone they will continue 
their development. 

The Centaur for the Altas is about 3 meters dia. and the Proton 
is 4 so that's a good fit for their existing upper stage, the Block-D
which sets inside a shround just under 4 meters dia. I don't know about
launch loads, etc.. but since the Centaur survives Titan launches which
are probably worse than the Proton (those Titan SRB's probably shake things
up pretty good) it seems feasible. EXCEPT, the Centaur is a very fragile
thing and may require integration on the pad which is not available now.
Protons are assembled and transported horizontially. Does anyone know 
how much stress in the way of a payload a Centaur could support while
bolted to a Proton horizontally and then taken down the rail road track
and erected on the pad?  

They would also need LOX and LH facilities added to the Proton pads 
(unless the new Proton second stage is actually built), and of course
any Centaur support systems and facilities, no doubt imported from the
US at great cost. These systems may viloate US law so there are political
problems to solve in addition to the instabilities in the CIS you mention. ",14,sci.space
3278,"
They aren't going to leave a loophole as glaring as space mining.  Quite a
few of those people are, when you come right down to it, basically against
industrial civilization.  They won't stop with shutting down the mines here;
that is only a means to an end for them now.

The worst thing you can say to a true revolutionary is that his revolution
is unnecessary, that the problems can be corrected without radical change.
Telling people that paradise can be attained without the revolution is
treason of the vilest kind.

Trying to harness these people to support spaceflight is like trying to
harness a buffalo to pull your plough.  He's got plenty of muscle, all
right, but the furrow will go where he wants, not where you want.",14,sci.space
4486,"Ken Arromdee writes



Yes, but tell me how you think your question answers my question. If
the BDs didn't know immediately that they were dealing with feds
(uniform apparel, insignia), they must have figured it out in pretty
short order. Why did they keep fighting? They seemed awfully ready
for having been attacked ""without warning"". 
",19,talk.religion.misc
